# JianYing Cloud Music Library
# AI Guidance: Use 'music_id' to reference. Sync if not available.
# Schema: identifier,title,duration_s,categories
music_id,title,duration_s,categories
7573567246289831974,灵动大气国风风华,130.27,国风
6702218130346739713,烟花易冷,60.0,周杰伦
7451630440099498010,烟雨云台,360.0,unknown
7590242381207816211,热情喜悦流行 Pop Instrumental with Upbeat Feel,178.0,unknown
7491901596332492836,热情放克 时尚创意 震感律动,105.0,unknown
7492238732939331635,热情江湖快闪国潮,82.0,unknown
7376217222953715751,热血战斗紧张行动  Black Core,231.37,游戏
7274107474159765563,热血摇滚活力运动 - Super Bowl Spirit,164.8,运动
7491940783207041065,热血燃烧战斗摇滚 Agressive Energetic Sport,76.6,游戏
7376279994506250277,热血狂野摇滚吉他  Sport Rock Action Trailer,93.0,unknown
7376281439668619327,热血狂野激燃摇滚  Powerful Rock Sport Action,133.0,unknown
7491940639916115980,热血运动释放时刻 Extreme Sport Vlog,68.27,游戏|运动
7377857345781467174,焦虑紧张急躁  Documentary Cinematic Inspiring Uplifting Main,156.0,unknown
7491955393897351194,燃烧活力摇滚狂热,114.0,unknown
7491956050079172647,爆笑欢乐音效随心所欲,111.0,unknown
6817732853950842881,爱在西元前,60.0,unknown
7486495923556584204,爱河（如果晚霞绕过火车）,33.43,抖音热门
7448468788666320915,爵士美食烹饪,153.43,美食
6536099955382160132,父亲写的散文诗-剪辑版,34.0,unknown
6704098475237181441,爷爷泡的茶,60.0,周杰伦
6817732854470952961,牛仔很忙,60.0,unknown
7274075974047402020,狂野热血户外摇滚 - Born Fighter,168.43,动感|卡点|酷炫
7378228800054249508,狂野热血激燃摇滚  驰骋在山野  Sport Drive Rock,92.63,运动
7376242731608606731,狂野热血激燃电子  I Will Tear You Apart,106.5,游戏
7442324881410132006,独特激励旋律,60.0,unknown
7401479788102715393,玛丽亚,240.0,游戏
7401479767729752065,玛凯拉,102.0,unknown
7401480097272924176,玛莎,182.0,unknown
7444163893024409638,现代爵士风情,60.0,unknown
7378269766303418418,现代节奏 忧郁悲伤 欲扬先抑 重生 向阳而生,307.93,推荐音乐
7592079156981450815,生命力 动感,152.07,✨最新|卡点
7444110671409612838,生命怒放之曲,60.0,unknown
7491907899728414732,生活的新视角,60.0,unknown
7452674621851830323,电影氛围背景,188.0,unknown
7491905992201652251,电影质感 震感片头 预告片,51.0,unknown
7433499165635479591,电玩城欢乐曲,60.0,unknown
7577404375111796755,百善孝为先（Cover 王聪敏）,112.0,unknown
7590209826564032555,相信明天 再次出发 积极正能量 年轻活力 励志,150.0,unknown
7110165630820550657,盼春织,344.0,unknown
7442344899729279014,神秘品牌悬念曲,60.0,unknown
7136076364691539970,秋,24.0,unknown
7274114885209425961,科幻 未来 赛博朋克 预告片-Scifi Future Cyberpunk,126.0,unknown
7376259061749860388,科技引领  Background Tech,148.37,推荐音乐|混剪
7448314501059348492,科技未来,119.6,推荐音乐|混剪
7377929381982930955,科技未来运动  Energetic Sport Electronic,106.0,unknown
7378254391486285850,积极向上 无限能量,103.5,清新
7449231238307891226,积极向上的企业,184.0,推荐音乐
7274010633300396044,积极心态 - Positive Mindset,138.53,轻快
7492253260814420019,积极情绪 Positive Mood,193.0,unknown
6702218120456570882,稻香,60.0,周杰伦
7376274258942380082,穿越云层  Organic Piano,183.33,旅行
7484087951385774115,童年老家（Cover 魏佳艺）,346.0,unknown
7491960631927801892,笑料音效不断 Funny sound effects,234.0,unknown
7491958076527577107,笑语音符飘扬 Laughter notes flying,464.0,搞怪
7488980235543694130,第57次取消发送（回忆成了大问题）,12.0,unknown
7509748808713848849,第一天(清新版),188.0,unknown
7327569856084346881,等到孩子长大,155.0,unknown
6702218136860493826,简单爱,60.0,unknown
7120226059353589762,粉色海洋,60.0,unknown
7377830677548910603,紧张刺激氛围感  Dramatic Epic Background,132.0,unknown
7377921836289640460,紧张刺激氛围感  Evening Lights,317.0,unknown
7377943483874658343,紧张刺激氛围感  HARD STEEL,95.0,unknown
7377848894715512895,紧张刺激氛围感  Of Cinemaatic Music,79.0,unknown
7376199737731680275,紧张刺激氛围感  Playful Violins,66.0,unknown
7376304490018277417,紧张刺激氛围感  Rising Darkness,154.0,unknown
7377566352755181607,紧张刺激氛围感  SOMA,96.0,unknown
7376278372812294154,紧张刺激氛围感  The spell,140.0,unknown
7376174682900826138,紧张刺激氛围感  迟疑不定,96.0,unknown
7273907881908389948,紧张刺激氛围感 - MUSTY,126.9,混剪
7492251004718663718,紧张刺激氛围感Elegant Trailerv,42.0,unknown
7492269133519964179,紧张惊悚氛围剧情   Dark Action Dunes Battle,118.0,unknown
7376264334672971815,紧张邪恶赛博朋克  Evil Cyberpunk,247.37,酷炫
7554222647825057818,累了，所以问题 (Sped Up),114.97,卡点|推荐音乐|混剪
6702218137179260929,红尘客栈,60.0,周杰伦
7449243666747033651,纪录片,80.0,unknown
7429077500556265499,纪录片 忧伤 讲述 抒情,134.0,unknown
7378269764735240203,纪录片 钢琴伴着叙事,158.0,unknown
7377902953775941668,纪录片回顾自然  山谷云海,160.77,旅行
7419449982086432806,纪录片美食广告-八珍玉食,135.3,推荐音乐|美食
7448287226314655755,纪录片背景（6分钟，无鼓）,361.0,unknown
7377883533299353654,纪录片自由清新钢琴  Morning Breeze Piano Trailer,101.0,unknown
7376276140560746523,纪录片辉煌蓬勃的历程  Endless Clear Sky,162.0,清新|舒缓
6840751630233634818,给家人的信,332.0,unknown
6797687703434430465,给我一首歌的时间,60.0,unknown
7377942947546105910,美好的一天Happy Day,123.8,旅行
7555705355251992622,美好的时光,204.6,纯音乐|舒缓
7419427909436639269,美食广告纪录片-妙厨人生,158.2,美食
7433428757003503655,美食烹饪の小曲,60.0,美食
7419428081154459698,美食纪录片广告-烹饪人间,139.6,美食
7451595335887800370,群体讨论-节奏版,108.0,unknown
7553845888880871460,背水一战,136.83,卡点|混剪|酷炫
7433423415167010852,自然宁静之音,60.0,夏日
7377850259887130662,自由奔向远方  Give Me Your Hand,237.0,旅行
7491926561791526963,自由宁静舒缓吉他 Free and peaceful guitar,94.0,unknown
7377878631249070119,自由愉悦氛围音乐  Cool Guitar,318.0,清新
7592079521336100907,自驾 动感,120.53,✨最新
7377952090247219263,舒缓背景音乐  Full Track,157.8,VLOG|推荐音乐|旅行|舒缓
7492259329094813705,舒缓自然 Soothing Nature,199.57,治愈|舒缓
7401633592659806224,艾米,60.0,unknown
6702218118569134082,花海,60.0,周杰伦
7442297525548714021,英雄凯旋乐章,60.0,影视
7466775988425197607,茶花开了，该回家了（Cover 王睿卓）,221.0,unknown
7509796155274889233,莎拉的嘿哟,60.0,unknown
7442366455541139507,萌娃欢乐日常,60.0,unknown
7401449884904376321,萨莉,138.0,unknown
6933160632703404045,萱草花（电影《你好，李焕英》主题曲),35.0,unknown
7553857083997784083,虚空（露骨版）,216.13,推荐音乐|混剪
7592566240041895942,蜂蜜般的爱恋 HONEY LOVE,113.97,💘情人节
7444096531181733939,豪情战争乐章,60.0,影视
7449228335950202889,赋予成功的力量,151.0,纯音乐
7378284083006277673,软背景  Soft Background,132.0,unknown
7378252559511947290,轻喜剧 滑稽角色,79.0,unknown
7592079960282630186,轻快 悠闲 放松吉他（午后音乐）,190.47,✨最新
7491929010902829068,轻快 时尚 舒缓 纯净,259.0,unknown
7380261607095060492,轻快 童趣 快乐 综艺,196.0,VLOG|可爱|萌宠|轻快
7378253007085373449,轻快愉悦 享受生活,102.3,夏日|美食|轻快
7378252616902576154,轻快愉悦 美好生活,131.03,清新
6864832410366789634,轻快背景乐,32.7,亲情
7426462463740758028,轻松俏皮 春日 活力,116.27,可爱
7442320089952077875,轻松旅行旋律,60.0,轻快
7378229393163175948,轻松欢乐俏皮钢琴尤克里里,72.0,unknown
7492254056980678683,轻松活泼的乐园音乐 迷你森林,128.7,可爱|萌宠
7492260926512597030,轻松活泼的乐园音乐 雪人圆舞曲,169.0,unknown
7380256923592362003,轻音乐 伤感 煽情,103.9,伤感
7220316678213601281,轻音乐（舒缓钢琴曲）,96.0,推荐音乐|舒缓
6954389393138255902,运动,125.27,动感
7376227621479090202,进球律动  Modern Powerful Indie Rock,126.0,unknown
7556442577275947018,追逐梦想，砥砺前行,178.97,推荐音乐|纯音乐|舒缓|轻快
7491957082301007935,逗趣声浪翻涌 Funny sound waves surge,152.0,unknown
7450290426038487090,通往未来的道路,139.0,unknown
7497590497452641050,那些喊给天空的（氛围版）,26.0,unknown
7557567943161366591,重器吟（伴奏）,217.0,unknown
7556097524009715762,野马进行曲（phonk）,197.33,混剪
7273785660125136955,钢琴叙事回忆 - The Lost Ballerina,383.07,推荐音乐
7378224057998886938,钢琴宁静舒缓叙事  治愈 清新 钢琴 旋律,62.0,unknown
7376287705683806234,钢琴怀疑紧张  Shaylee,269.0,unknown
7378208376159782951,钢琴自然宁静  Night In The Desert,176.93,冬天
7377871368539883583,钢琴讲述 平缓平静,146.0,伤感
7448355691175626806,银翼杀手（电影赛博朋克音乐）,166.77,酷炫
7433472107332503593,阳光 Vlog 配乐,60.0,流行
7442421939900155913,阳光励志之歌,60.0,夏日
6704098977001768961,阳光宅男,60.0,unknown
7378262948575643658,阳光甚好微风不噪,185.0,unknown
6803706887494699015,陪伴,259.83,亲情
6957199685572364296,陪伴（剪辑版）,61.0,unknown
7274103706974947382,随性自由出发旅行 - Light From Your Candle Instr,220.0,unknown
7419666266094946321,集市 中国风古风民乐,119.0,unknown
6703903455808849921,霍元甲,60.0,unknown
7377863399638829119,霸气出场  Rock It Now Short Version,90.0,unknown
7444098303535138843,青春活力音乐节,60.0,unknown
7411446523215087633,青春纪念册,163.0,unknown
6817732865673922562,青花瓷,60.0,周杰伦
7425283321644517439,风吹雾（前奏）,42.0,unknown
7553489039380645934,风（治愈纯音乐）,157.43,推荐音乐|舒缓
6703901987496265730,飘移,60.0,unknown
7442579203700131852,驱动我_DRIVE_ME,94.0,unknown
6745351953632480003,骄傲的少年（剪辑版）-南征北战NZBZ,48.0,unknown
7590228535392077830,高级广告电影时光回溯,125.0,unknown
7450083516707506214,黑手党也听爵士乐,144.0,unknown
7535674782256597002,黑暗强劲节奏-Drift On,130.0,unknown
7419694731346577425,黑神话悟空 摇滚 猴戏 唢呐,171.0,unknown
7378228354225195062,鼓舞人心,82.0,unknown
7378310117979031615,鼓舞人心和励志的流行音乐,118.0,unknown
7492260681145452582,鼓舞人心的房子 Inspiring House,112.0,unknown
6704098974019618817,龙拳,60.0,unknown
6665364940196416259,혜화동,242.0,unknown
